Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
2,72,1,32.05,224.12,0.143,9,0.72
2,72,1,111.17,133.19,0.835,9,0.78
2,72,1,79.57,207.52,0.383,11,0.85
2,72,1,84.19,181.3,0.464,3,0.81
2,72,1,66.75,239.42,0.279,3,0.76
2,72,1,15.99,207.2,0.077,3,0.74
2,72,1,46.45,171.73,0.27,1,0.85
2,72,1,24.28,224.02,0.108,6,0.74
2,72,1,29.27,154.22,0.19,12,0.82
2,72,1,88.56,193.37,0.458,3,0.74
2,72,1,11.39,189.16,0.06,7,0.73
2,72,1,54.16,144.1,0.376,10,0.87
2,72,1,52.63,155.52,0.338,3,0.97
2,72,1,99.16,112.89,0.878,4,0.97
2,72,1,119.16,123.17,0.967,3,0.71
2,72,1,102.66,181.32,0.566,4,0.83
2,72,1,22.83,139.89,0.163,8,0.97
2,72,1,24.57,161.36,0.152,10,0.75
2,72,1,71.33,213.69,0.334,9,0.76
2,72,1,87.71,178.78,0.491,11,0.85
2,72,1,52.08,165.63,0.314,11,0.73
2,72,1,15.5,152.78,0.101,6,0.74
2,72,1,80.44,190.91,0.421,9,0.76
2,72,1,110.38,128.18,0.861,4,0.84
2,72,1,43.35,219.68,0.197,7,0.98
2,72,1,80.26,195.29,0.411,8,0.72
2,72,1,50.18,175.25,0.286,11,0.82
2,72,1,34.39,192.68,0.178,6,0.79
2,72,1,109.29,217.96,0.501,10,0.71
2,72,1,45.5,140.08,0.325,3,0.93
2,72,1,95.65,122.77,0.779,5,0.89
2,72,1,68.13,222.73,0.306,1,0.77
2,72,1,82.15,151.32,0.543,5,0.78
2,72,1,102.42,128.61,0.796,5,0.92
2,72,1,108.82,173.65,0.627,8,0.89
2,72,1,69.06,232.74,0.297,2,0.81
2,72,1,83.49,155.65,0.536,8,0.73
2,72,1,93.45,201.96,0.463,1,0.87
2,72,1,15.64,147.38,0.106,9,0.88
2,72,1,106.64,179.46,0.594,7,0.91
2,72,1,113.46,114.74,0.989,4,0.84
2,72,1,76.03,162.43,0.468,8,0.81
2,72,1,42.88,232.35,0.185,10,0.98
2,72,1,87.61,230.06,0.381,9,0.82
2,72,1,67.68,201.29,0.336,9,0.96
2,72,1,12.22,217.11,0.056,8,0.93
2,72,1,40.61,176.33,0.23,10,0.73
2,72,1,46.0,239.7,0.192,9,0.79
2,72,1,54.13,159.45,0.339,7,0.72
2,72,1,21.24,146.44,0.145,5,0.95
2,72,1,62.33,151.0,0.413,4,0.97
2,73,0,24.87,154.43,0.161,8,0.96
2,73,0,57.06,191.4,0.298,4,0.97
2,73,0,73.87,155.46,0.475,2,0.73
2,73,0,73.87,122.34,0.604,9,0.98
2,73,0,101.31,238.23,0.425,7,0.82
2,73,0,69.82,175.21,0.398,12,0.91
2,73,0,115.98,165.91,0.699,8,0.7
2,73,0,97.08,127.0,0.764,6,0.75
2,73,0,102.33,234.47,0.436,8,0.82
2,73,0,25.27,118.85,0.213,8,0.86
2,73,0,42.59,201.93,0.211,2,0.91
2,73,0,18.43,239.18,0.077,7,0.84
2,73,0,32.53,114.85,0.283,8,0.91
2,73,0,46.43,149.3,0.311,6,0.91
2,73,0,48.45,119.62,0.405,1,0.77
2,73,0,95.16,231.41,0.411,1,0.9
2,73,0,19.16,130.97,0.146,10,0.91
2,73,0,100.23,209.55,0.478,2,0.71
2,73,0,105.43,182.32,0.578,1,0.92
2,73,0,95.67,207.71,0.461,7,0.95
2,73,0,37.16,183.1,0.203,11,0.75
2,73,0,39.98,150.64,0.265,11,0.81
2,73,0,51.46,123.11,0.418,1,0.71
2,73,0,103.96,213.16,0.488,2,0.78
2,73,0,20.72,122.02,0.17,4,0.84
2,73,0,99.55,143.81,0.692,2,0.99
2,73,0,38.67,179.65,0.215,10,0.84
2,73,0,39.41,112.41,0.351,5,0.79
2,73,0,39.71,144.95,0.274,2,0.77
2,73,0,118.91,135.97,0.875,12,0.77
2,73,0,105.9,148.54,0.713,3,0.99
2,73,0,11.87,140.85,0.084,11,0.78
2,73,0,54.0,132.81,0.407,6,0.78
2,73,0,74.78,115.38,0.648,10,0.85
2,73,0,88.54,159.07,0.557,11,0.96
2,73,0,32.58,189.16,0.172,3,0.81
2,73,0,76.68,163.74,0.468,2,0.88
2,73,0,48.73,207.5,0.235,7,0.83
2,73,0,71.23,172.39,0.413,2,0.93
2,73,0,97.44,188.73,0.516,12,0.73
2,73,0,105.92,228.86,0.463,3,0.94
2,73,0,58.39,175.76,0.332,2,0.84
2,73,0,27.52,197.82,0.139,12,0.98
2,73,0,28.79,221.22,0.13,12,0.83
2,73,0,112.51,174.03,0.646,3,0.84
2,73,0,14.95,148.99,0.1,2,0.82
2,73,0,107.19,116.8,0.918,9,0.92
2,73,0,57.13,152.84,0.374,1,0.73
2,73,0,113.42,195.04,0.582,10,0.72
2,73,0,108.1,201.04,0.538,1,0.77
2,73,0,115.19,191.7,0.601,11,0.75
2,73,0,88.93,222.54,0.4,6,0.83
2,73,0,30.04,212.89,0.141,7,0.92
2,73,0,92.39,128.64,0.718,5,0.94
2,73,0,57.21,232.87,0.246,2,0.79
2,73,0,44.59,121.0,0.369,2,0.99
2,73,0,37.34,166.21,0.225,4,0.85
2,73,0,33.49,171.34,0.195,8,0.82
2,73,0,30.67,180.44,0.17,3,0.92
2,73,0,89.95,124.48,0.723,4,0.93
2,73,0,20.33,224.3,0.091,2,0.98
2,73,0,112.88,182.57,0.618,2,0.8
2,73,0,62.98,166.61,0.378,5,0.72
2,73,0,114.62,208.83,0.549,12,0.8
2,73,0,48.7,124.06,0.393,2,0.84
2,73,0,115.61,231.25,0.5,9,0.94
2,73,0,57.3,134.64,0.426,8,0.77
2,73,0,83.7,149.9,0.558,7,0.88
2,73,0,101.8,194.52,0.523,12,0.96
2,73,0,44.2,165.47,0.267,7,0.88
2,73,0,69.82,196.88,0.355,5,0.97
2,73,0,55.62,133.8,0.416,9,0.77
2,73,0,41.1,110.34,0.372,1,0.97
2,73,0,92.4,159.39,0.58,5,0.97
2,73,0,50.5,211.63,0.239,9,0.86
2,73,0,119.89,183.31,0.654,9,0.94
2,73,0,14.77,158.81,0.093,11,0.78
2,73,0,118.62,120.88,0.981,1,0.87
2,73,0,23.68,152.75,0.155,2,0.93
2,73,0,108.67,231.6,0.469,11,0.94
2,73,0,34.95,147.24,0.237,6,0.87
2,73,0,71.15,189.99,0.374,8,0.81
2,73,0,85.52,213.11,0.401,5,0.74
2,73,0,67.63,187.43,0.361,8,0.79
2,73,0,85.25,217.44,0.392,12,0.86
2,73,0,22.96,122.71,0.187,2,0.77
2,73,0,59.38,180.52,0.329,8,0.71
2,73,0,58.3,188.52,0.309,9,0.97
2,73,0,33.71,117.52,0.287,6,0.75
2,73,0,13.6,153.71,0.088,11,0.88
2,73,0,32.14,156.41,0.205,10,0.82
2,73,0,92.4,157.94,0.585,5,0.74
2,73,0,73.59,188.8,0.39,3,0.94
2,73,0,17.6,223.58,0.079,8,0.92
2,73,0,41.11,218.61,0.188,3,0.92
2,73,0,72.83,175.83,0.414,7,0.84
2,73,0,50.66,236.76,0.214,4,0.85
2,73,0,67.58,201.63,0.335,10,0.94
2,73,0,112.09,238.77,0.469,12,0.8
2,73,0,93.28,233.12,0.4,1,0.71
2,74,0,36.65,164.78,0.222,3,0.94
2,74,0,58.92,173.29,0.34,10,0.8
2,74,0,66.15,148.01,0.447,12,0.98
2,74,0,14.64,142.08,0.103,12,0.9
2,74,0,29.51,204.46,0.144,7,0.73
2,74,0,86.18,208.49,0.413,8,0.73
2,74,0,100.55,163.71,0.614,12,0.92
2,74,0,108.53,198.7,0.546,5,0.99
2,74,0,119.81,179.95,0.666,3,0.9
2,74,0,109.03,182.81,0.596,9,0.71
2,74,0,85.33,128.17,0.666,12,0.89
2,74,0,52.06,118.7,0.439,6,0.88
2,74,0,81.62,134.43,0.607,10,0.96
2,74,0,47.7,202.37,0.236,9,0.75
2,74,0,105.94,197.73,0.536,12,0.78
2,74,0,89.36,199.57,0.448,9,0.76
2,74,0,107.64,132.11,0.815,7,0.98
2,74,0,73.43,170.22,0.431,1,0.7
2,74,0,61.97,141.28,0.439,11,0.9
2,74,0,94.57,134.99,0.701,11,0.8
2,74,0,52.41,206.87,0.253,2,0.89
2,74,0,116.12,163.61,0.71,1,0.89
2,74,0,98.17,151.63,0.647,11,0.89
2,74,0,67.99,190.46,0.357,2,0.9
2,74,0,26.24,190.6,0.138,8,0.95
2,74,0,19.15,148.75,0.129,11,0.83
2,74,0,10.75,148.59,0.072,4,0.78
2,74,0,76.71,214.86,0.357,9,0.99
2,74,0,53.84,219.55,0.245,3,1.0
2,74,0,70.53,184.2,0.383,8,0.86
2,74,0,114.66,157.5,0.728,12,0.99
2,74,0,98.46,115.94,0.849,5,0.94
2,74,0,76.2,128.79,0.592,11,0.95
2,74,0,68.15,149.13,0.457,3,0.82
2,74,0,82.01,128.39,0.639,11,0.87
2,74,0,114.66,170.54,0.672,2,0.71
2,74,0,100.93,141.02,0.716,11,0.77
2,74,0,27.77,133.74,0.208,7,0.77
2,74,0,88.24,119.39,0.739,3,0.99
2,74,0,51.27,229.64,0.223,1,0.84
2,74,0,32.55,225.92,0.144,3,0.78
2,74,0,101.43,201.65,0.503,3,0.76
2,74,0,82.81,142.22,0.582,10,0.72
2,74,0,112.94,140.48,0.804,3,0.92
2,74,0,87.42,145.83,0.599,10,0.77
2,74,0,100.46,174.11,0.577,7,0.93
2,74,0,89.55,198.88,0.45,6,0.77
2,74,0,63.03,123.33,0.511,6,0.97
2,74,0,87.01,225.39,0.386,9,0.76
2,74,0,75.0,114.43,0.655,9,0.9
2,74,0,23.64,134.06,0.176,12,0.97
2,74,0,79.97,144.92,0.552,5,0.92
2,74,0,58.92,158.72,0.371,3,0.96
2,74,0,34.2,122.78,0.279,2,1.0
2,74,0,89.31,150.39,0.594,7,0.8
2,74,0,85.63,150.88,0.568,2,0.86
2,74,0,88.5,202.92,0.436,1,0.84
2,74,0,24.76,209.9,0.118,7,0.85
2,74,0,89.6,115.03,0.779,11,0.74
2,74,0,14.95,115.83,0.129,6,0.77
2,74,0,87.14,201.56,0.432,6,0.74
2,74,0,95.53,165.96,0.576,5,0.72
2,74,0,40.05,134.94,0.297,7,0.85
2,74,0,17.85,146.17,0.122,7,0.89
2,74,0,61.33,123.29,0.497,1,0.75
2,74,0,40.28,238.44,0.169,8,0.93
2,74,0,40.48,200.46,0.202,3,0.8
2,74,0,60.75,164.99,0.368,12,0.96
2,74,0,56.35,111.8,0.504,2,0.92
2,74,0,77.36,201.77,0.383,7,0.88
2,74,0,99.05,196.69,0.504,9,0.82
2,74,0,59.81,178.88,0.334,7,0.97
2,74,0,104.31,119.47,0.873,1,0.82
2,74,0,103.84,195.6,0.531,3,0.75
2,74,0,118.86,113.0,1.052,3,0.93
2,74,0,35.03,216.95,0.161,11,0.96
2,74,0,89.59,181.13,0.495,12,0.8
2,74,0,15.8,167.61,0.094,3,0.87
2,74,0,85.55,175.72,0.487,4,0.73
2,74,0,74.58,156.75,0.476,3,0.98
2,74,0,67.81,124.31,0.545,10,0.76
2,74,0,103.92,195.46,0.532,4,0.86
2,74,0,58.67,156.3,0.375,8,0.97
2,74,0,85.94,150.45,0.571,12,0.94
2,74,0,23.29,156.45,0.149,3,0.75
2,74,0,71.62,120.8,0.593,2,0.77
2,74,0,29.31,127.56,0.23,11,0.72
2,74,0,84.81,175.49,0.483,11,0.87
2,74,0,56.88,129.81,0.438,3,0.75
2,74,0,80.89,110.02,0.735,3,0.72
2,74,0,103.51,179.03,0.578,4,0.83
2,74,0,68.87,185.83,0.371,1,0.93
2,74,0,45.08,211.18,0.213,12,0.88
2,74,0,11.89,170.39,0.07,4,0.99
2,74,0,115.5,167.92,0.688,9,0.83
2,74,0,24.24,154.3,0.157,4,0.96
2,74,0,18.0,228.75,0.079,5,0.81
2,74,0,50.43,223.01,0.226,1,0.95
2,74,0,115.69,207.94,0.556,1,0.81
2,74,0,35.6,118.6,0.3,9,0.98
3,75,3,1396.72,238.89,5.847,8,0.8
3,75,3,1199.73,229.14,5.236,6,0.87
3,75,3,1658.44,224.72,7.38,5,0.86
3,75,3,1317.34,232.75,5.66,3,0.89
3,75,3,1436.43,225.74,6.363,3,0.92
3,75,3,1608.5,231.53,6.947,7,0.81
3,75,3,1700.67,222.36,7.648,6,0.88
3,75,3,1116.18,222.53,5.016,4,0.91
3,75,3,1247.79,224.97,5.546,4,0.88
3,75,3,846.21,230.85,3.666,6,0.84
3,75,3,1052.03,230.52,4.564,2,0.94
3,75,3,1811.6,222.33,8.148,2,0.84
3,75,3,1559.01,225.46,6.915,8,0.89
3,75,3,1717.59,227.41,7.553,6,0.93
3,75,3,1309.77,238.02,5.503,3,0.94
3,75,3,1326.75,237.05,5.597,6,0.87
3,75,3,1816.56,222.84,8.152,7,0.94
3,75,3,1926.0,239.14,8.054,5,0.91
3,75,3,1760.97,233.11,7.554,8,0.83
3,75,3,1340.9,220.83,6.072,2,0.91
3,75,3,855.14,239.96,3.564,5,0.92
3,75,3,1929.06,235.47,8.192,8,0.83
3,75,3,1916.08,237.26,8.076,8,0.81
3,75,3,1261.77,237.56,5.311,8,0.81
3,75,3,1046.44,230.83,4.533,3,0.87
3,75,3,1473.27,230.31,6.397,4,0.84
3,75,3,1380.43,238.58,5.786,6,0.89
3,75,3,1400.1,229.89,6.09,4,0.91
3,75,3,1797.53,237.37,7.573,7,0.86
3,75,3,1051.11,224.95,4.673,2,0.87
3,75,3,983.67,225.17,4.369,7,0.9
3,75,3,1055.78,226.26,4.666,2,0.91
3,75,3,1707.64,238.04,7.174,4,0.91
3,75,3,1318.9,239.74,5.501,4,0.84
3,75,3,1911.97,229.1,8.346,5,0.83
3,75,3,1713.16,238.23,7.191,3,0.89
3,75,3,1091.57,232.76,4.69,4,0.84
3,75,3,1570.3,227.64,6.898,8,0.94
3,75,3,1329.32,237.08,5.607,7,0.8
3,75,3,1892.01,220.69,8.573,5,0.93
3,75,3,1639.87,235.8,6.954,4,0.81
3,75,3,949.85,225.46,4.213,2,0.94
3,75,3,1236.64,220.06,5.62,3,0.8
3,75,3,1646.34,238.51,6.903,7,0.86
3,75,3,1198.12,220.78,5.427,2,0.85
3,75,3,1984.93,222.18,8.934,3,0.87
3,75,3,1185.77,236.66,5.01,8,0.81
3,75,3,1453.71,225.93,6.434,8,0.89
3,75,3,1001.24,223.26,4.485,7,0.85
3,75,3,1866.64,230.96,8.082,4,0.83
3,75,3,1139.32,224.0,5.086,3,0.85
3,75,3,1108.32,226.28,4.898,4,0.91
3,75,3,1855.43,227.67,8.15,6,0.88
3,75,3,1857.28,224.38,8.277,5,0.92
3,75,3,1467.33,224.08,6.548,5,0.91
3,75,3,1848.29,222.56,8.305,6,0.85
3,75,3,1611.8,231.65,6.958,4,0.87
3,75,3,1266.7,224.89,5.633,2,0.93
3,75,3,1231.83,235.96,5.221,4,0.9
3,75,3,869.86,237.1,3.669,6,0.94
3,75,3,920.47,223.19,4.124,4,0.86
3,75,3,1591.76,225.82,7.049,7,0.95
3,75,3,1157.42,225.89,5.124,4,0.84
3,75,3,1679.71,232.73,7.217,7,0.85
3,75,3,1441.95,237.74,6.065,8,0.9
3,75,3,1826.84,235.32,7.763,2,0.89
3,75,3,1725.27,230.36,7.489,8,0.84
3,75,3,1959.27,227.83,8.6,5,0.85
3,75,3,1956.0,234.2,8.352,2,0.92
3,75,3,1953.44,238.74,8.182,7,0.94
3,75,3,1342.52,222.65,6.03,3,0.85
3,75,3,1685.53,239.23,7.046,2,0.9
3,75,3,819.39,236.16,3.47,7,0.89
3,75,3,931.53,228.24,4.081,8,0.86
3,75,3,829.62,239.85,3.459,5,0.94
3,75,3,1517.2,224.18,6.768,2,0.85
3,75,3,1597.92,238.31,6.705,5,0.91
3,75,3,1231.85,228.87,5.382,2,0.81
3,75,3,1651.89,228.83,7.219,6,0.85
3,75,3,1941.02,232.87,8.335,6,0.9
3,75,3,951.68,235.02,4.049,5,0.86
3,75,3,947.75,238.84,3.968,3,0.86
3,75,3,1575.39,220.61,7.141,4,0.94
3,75,3,1393.92,220.07,6.334,8,0.87
3,75,3,1682.39,221.1,7.609,3,0.93
3,75,3,1088.53,233.39,4.664,8,0.86
3,75,3,1556.48,229.68,6.777,7,0.86
3,75,3,1094.52,231.44,4.729,3,0.89
3,75,3,1344.92,223.33,6.022,3,0.91
3,75,3,1074.26,236.74,4.538,4,0.86
3,75,3,1934.03,231.85,8.342,5,0.89
3,75,3,1119.52,224.84,4.979,5,0.92
3,75,3,1650.09,226.19,7.295,3,0.83
3,75,3,1868.29,236.51,7.899,2,0.91
3,75,3,1935.93,223.99,8.643,3,0.95
3,75,3,1750.85,232.86,7.519,8,0.91
3,75,3,1057.9,232.79,4.544,4,0.91
3,75,3,1483.08,236.01,6.284,8,0.94
3,75,3,928.26,233.94,3.968,2,0.95
3,75,3,1514.99,229.92,6.589,2,0.9
3,76,2,1872.84,227.31,8.239,8,0.87
3,76,2,963.05,220.47,4.368,2,0.89
3,76,2,1926.6,232.23,8.296,2,0.81
3,76,2,875.57,239.44,3.657,2,0.81
3,76,2,1367.99,234.15,5.842,3,0.87
3,76,2,1671.64,228.62,7.312,4,0.82
3,76,2,1969.2,228.7,8.61,5,0.83
3,76,2,1633.01,236.36,6.909,3,0.89
3,76,2,1970.99,226.27,8.711,3,0.9
3,76,2,1986.04,226.83,8.756,3,0.87
3,76,2,1053.57,225.79,4.666,8,0.83
3,76,2,1033.79,223.07,4.634,3,0.82
3,76,2,1858.15,229.83,8.085,2,0.91
3,76,2,1189.65,222.18,5.354,6,0.88
3,76,2,1017.7,230.44,4.416,6,0.81
3,76,2,1662.88,236.81,7.022,3,0.86
3,76,2,1674.92,222.5,7.528,5,0.91
3,76,2,1771.46,228.36,7.757,5,0.95
3,76,2,1123.7,234.34,4.795,6,0.84
3,76,2,1871.79,230.55,8.119,4,0.83
3,76,2,1029.12,236.42,4.353,8,0.86
3,76,2,994.98,221.79,4.486,6,0.81
3,76,2,1943.09,223.81,8.682,6,0.81
3,76,2,922.74,220.11,4.192,4,0.83
3,76,2,1016.74,222.98,4.56,2,0.87
3,76,2,1784.04,232.3,7.68,7,0.94
3,76,2,1826.63,237.68,7.685,8,0.88
3,76,2,1722.56,223.62,7.703,4,0.88
3,76,2,1934.86,223.52,8.656,7,0.8
3,76,2,1324.29,233.21,5.679,8,0.87
3,76,2,1294.86,235.67,5.494,6,0.88
3,76,2,1956.28,230.37,8.492,7,0.88
3,76,2,1730.58,225.53,7.673,5,0.86
3,76,2,1427.98,230.45,6.196,8,0.89
3,76,2,985.24,239.06,4.121,4,0.88
3,76,2,1268.21,227.94,5.564,2,0.87
3,76,2,859.97,222.36,3.867,6,0.81
3,76,2,1913.51,225.62,8.481,2,0.82
3,76,2,1591.17,224.08,7.101,2,0.85
3,76,2,1051.64,232.13,4.53,7,0.84
3,76,2,1155.13,220.69,5.234,7,0.87
3,76,2,1086.33,230.02,4.723,4,0.91
3,76,2,931.66,234.36,3.975,8,0.86
3,76,2,1633.61,235.37,6.941,3,0.82
3,76,2,1299.41,233.54,5.564,2,0.86
3,76,2,803.13,223.55,3.593,6,0.87
3,76,2,1971.87,225.11,8.76,3,0.89
3,76,2,1463.15,236.82,6.178,5,0.91
3,76,2,1662.8,233.35,7.126,8,0.83
3,76,2,1016.22,236.16,4.303,2,0.88
3,76,2,1215.03,232.79,5.219,6,0.87
3,76,2,1349.19,234.17,5.762,5,0.91
3,76,2,1235.94,222.25,5.561,7,0.92
3,76,2,1252.87,237.58,5.273,5,0.9
3,76,2,1310.61,234.77,5.583,6,0.93
3,76,2,1650.21,228.14,7.233,7,0.83
3,76,2,1719.37,222.03,7.744,2,0.92
3,76,2,1466.57,228.27,6.425,7,0.85
3,76,2,1675.92,220.16,7.612,2,0.89
3,76,2,900.13,227.11,3.963,5,0.9
3,76,2,1720.5,220.75,7.794,5,0.84
3,76,2,805.93,237.26,3.397,8,0.8
3,76,2,1769.63,228.44,7.747,8,0.88
3,76,2,1498.39,232.43,6.447,3,0.93
3,76,2,1457.13,226.65,6.429,3,0.81
3,76,2,1536.04,231.14,6.645,2,0.82
3,76,2,1750.02,226.97,7.71,7,0.84
3,76,2,1879.65,222.57,8.445,5,0.86
3,76,2,1259.36,239.45,5.259,5,0.89
3,76,2,1858.22,232.63,7.988,8,0.86
3,76,2,1840.89,232.97,7.902,4,0.84
3,76,2,859.93,221.77,3.878,5,0.86
3,76,2,1932.51,221.49,8.725,5,0.84
3,76,2,1451.8,222.26,6.532,7,0.94
3,76,2,1161.61,232.77,4.99,5,0.9
3,76,2,1595.33,225.31,7.081,2,0.9
3,76,2,1567.02,236.34,6.63,6,0.95
3,76,2,1555.63,238.94,6.511,2,0.84
3,76,2,1227.05,230.45,5.325,2,0.88
3,76,2,1469.55,231.71,6.342,6,0.94
3,76,2,926.39,237.45,3.901,3,0.84
3,76,2,1780.22,223.1,7.979,2,0.86
3,76,2,1907.39,230.05,8.291,4,0.91
3,76,2,921.96,225.37,4.091,5,0.89
3,76,2,1184.21,238.65,4.962,6,0.89
3,76,2,1120.94,220.25,5.089,4,0.86
3,76,2,1058.74,228.98,4.624,8,0.81
3,76,2,1339.45,228.32,5.867,6,0.86
3,76,2,1881.87,224.04,8.4,6,0.86
3,76,2,1298.63,221.81,5.855,4,0.92
3,76,2,1218.93,228.26,5.34,2,0.81
3,76,2,1403.75,231.1,6.074,6,0.9
3,76,2,1646.82,235.05,7.006,8,0.81
3,76,2,1911.73,231.65,8.253,6,0.82
3,76,2,1956.62,225.67,8.67,5,0.88
3,76,2,1295.51,223.04,5.808,6,0.94
3,76,2,1732.41,229.34,7.554,6,0.92
3,76,2,1318.36,223.64,5.895,2,0.83
3,76,2,1933.12,232.9,8.3,8,0.86
3,76,2,852.24,238.05,3.58,2,0.88
3,77,2,1811.49,226.87,7.985,6,0.83
3,77,2,1408.84,224.79,6.267,2,0.84
3,77,2,1311.57,225.58,5.814,8,0.85
3,77,2,1088.35,237.38,4.585,2,0.91
3,77,2,1209.51,234.99,5.147,7,0.87
3,77,2,1183.46,238.32,4.966,2,0.81
3,77,2,1622.21,222.44,7.293,7,0.83
3,77,2,1416.55,227.49,6.227,7,0.92
3,77,2,1535.14,220.87,6.95,5,0.84
3,77,2,1182.38,231.1,5.116,7,0.91
3,77,2,1696.72,235.03,7.219,8,0.86
3,77,2,881.02,237.44,3.71,3,0.94
3,77,2,1393.48,221.67,6.286,8,0.88
3,77,2,1401.0,228.26,6.138,7,0.88
3,77,2,914.18,234.08,3.905,4,0.81
3,77,2,1374.04,234.27,5.865,8,0.92
3,77,2,965.61,229.61,4.205,3,0.89
3,77,2,926.16,230.98,4.01,5,0.87
3,77,2,1611.86,231.68,6.957,2,0.94
3,77,2,1789.71,231.03,7.747,7,0.85
3,77,2,1926.86,227.66,8.464,3,0.88
3,77,2,1628.64,239.76,6.793,6,0.8
3,77,2,1808.68,234.15,7.724,7,0.81
3,77,2,1860.49,231.35,8.042,4,0.88
3,77,2,1340.41,227.94,5.881,2,0.89
3,77,2,988.21,229.34,4.309,6,0.86
3,77,2,813.01,239.49,3.395,2,0.81
3,77,2,1700.76,231.36,7.351,3,0.8
3,77,2,1762.83,224.76,7.843,2,0.81
3,77,2,817.64,228.97,3.571,2,0.87
3,77,2,1321.98,234.68,5.633,5,0.82
3,77,2,1678.68,221.9,7.565,3,0.9
3,77,2,1323.45,232.55,5.691,8,0.88
3,77,2,1578.43,235.58,6.7,2,0.81
3,77,2,1275.94,224.55,5.682,2,0.92
3,77,2,1251.41,236.02,5.302,4,0.93
3,77,2,891.98,231.6,3.851,8,0.87
3,77,2,1762.3,226.43,7.783,8,0.93
3,77,2,1447.6,228.19,6.344,5,0.81
3,77,2,826.37,222.43,3.715,4,0.87
3,77,2,1518.48,230.68,6.583,5,0.82
3,77,2,1752.3,222.68,7.869,5,0.81
3,77,2,1344.07,232.8,5.773,5,0.95
3,77,2,1451.67,220.05,6.597,4,0.81
3,77,2,1968.09,238.55,8.25,2,0.87
3,77,2,1406.22,222.66,6.316,4,0.89
3,77,2,1450.34,232.65,6.234,4,0.86
3,77,2,1785.04,222.7,8.015,4,0.93
3,77,2,1328.76,234.06,5.677,7,0.93
3,77,2,1076.32,231.47,4.65,4,0.91
3,77,2,1034.87,239.73,4.317,8,0.83
3,77,2,1089.72,233.43,4.668,8,0.86
3,77,2,1300.72,235.76,5.517,3,0.9
3,77,2,1495.17,220.76,6.773,5,0.8
3,77,2,1501.39,234.24,6.41,4,0.95
3,77,2,1347.71,230.98,5.835,6,0.85
3,77,2,1664.83,231.95,7.178,8,0.88
3,77,2,1138.47,226.35,5.03,2,0.88
3,77,2,872.71,237.86,3.669,8,0.88
3,77,2,1928.53,233.86,8.247,8,0.89
3,77,2,1677.48,239.79,6.996,8,0.86
3,77,2,1819.74,237.63,7.658,3,0.94
3,77,2,1213.56,234.28,5.18,5,0.85
3,77,2,953.92,238.48,4.0,2,0.92
3,77,2,1583.36,229.08,6.912,4,0.86
3,77,2,1990.08,233.73,8.514,5,0.82
3,77,2,1768.85,229.06,7.722,6,0.81
3,77,2,1509.03,220.26,6.851,6,0.82
3,77,2,1652.66,234.64,7.043,8,0.89
3,77,2,1191.88,226.56,5.261,2,0.86
3,77,2,1233.02,239.74,5.143,3,0.81
3,77,2,1353.77,235.07,5.759,7,0.86
3,77,2,1803.48,221.93,8.126,5,0.92
3,77,2,1452.17,228.58,6.353,2,0.92
3,77,2,1252.14,222.01,5.64,7,0.87
3,77,2,1783.59,236.08,7.555,6,0.95
3,77,2,1803.31,232.24,7.765,6,0.84
3,77,2,1887.31,220.51,8.559,6,0.88
3,77,2,828.44,225.24,3.678,7,0.9
3,77,2,1953.85,233.83,8.356,5,0.86
3,77,2,1307.97,226.8,5.767,4,0.83
3,77,2,1301.09,221.38,5.877,6,0.82
3,77,2,813.38,225.52,3.607,2,0.85
3,77,2,1474.37,236.13,6.244,6,0.87
3,77,2,1667.51,239.18,6.972,5,0.91
3,77,2,1057.12,232.12,4.554,3,0.93
3,77,2,1060.75,228.47,4.643,3,0.88
3,77,2,1881.01,220.53,8.529,3,0.85
3,77,2,1926.81,235.23,8.191,4,0.81
3,77,2,1586.21,228.48,6.942,6,0.81
3,77,2,1282.02,236.64,5.418,4,0.85
3,77,2,1197.92,231.83,5.167,2,0.86
3,77,2,1492.19,222.75,6.699,7,0.91
3,77,2,1975.42,238.55,8.281,3,0.87
3,77,2,1939.79,228.33,8.496,8,0.94
3,77,2,1301.65,237.28,5.486,4,0.83
3,77,2,940.56,236.68,3.974,3,0.89
3,77,2,1250.0,226.14,5.528,2,0.91
3,77,2,1771.99,234.19,7.566,3,0.93
3,77,2,1218.04,239.66,5.082,3,0.92
3,78,3,1877.42,225.11,8.34,6,0.93
3,78,3,1480.11,230.84,6.412,8,0.86
3,78,3,1672.76,229.67,7.283,8,0.85
3,78,3,1028.0,220.53,4.661,3,0.93
3,78,3,1699.88,228.55,7.438,8,0.89
3,78,3,1642.37,230.29,7.132,8,0.9
3,78,3,1646.91,224.79,7.326,7,0.82
3,78,3,1108.02,229.82,4.821,6,0.9
3,78,3,1240.16,236.73,5.239,2,0.89
3,78,3,933.09,223.11,4.182,7,0.92
3,78,3,1857.2,229.21,8.103,2,0.91
3,78,3,1450.27,239.14,6.065,6,0.87
3,78,3,914.35,238.49,3.834,8,0.89
3,78,3,819.41,224.9,3.643,5,0.86
3,78,3,857.98,228.91,3.748,8,0.87
3,78,3,1740.02,220.55,7.889,5,0.89
3,78,3,1355.53,227.01,5.971,6,0.87
3,78,3,1486.14,237.39,6.26,6,0.88
3,78,3,1426.46,226.72,6.292,5,0.86
